cds_code,county,district,school,school_type,sector_type,charter,status,details_url,email,administrator,cds code,cds coordinator contact for data updates,charter funding type,charter number,chief business official,educational program type,fax number,federal charter district id,high grade,last updated,low grade,magnet,mailing address,multilingual instruction,nces_federal school id,open date,phone number,public school,school address,school type,statistical info,virtual instruction,web address,year round
01612590132514,Alameda,Oakland Unified,Francophone Charter School of Oakland,Elementary Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=01612590132514,contact@francophoneschool.org,Claudia Lee Executive Director (510) 746-0700 Ext. 716 claudia@francophoneschool.org,01 61259 0132514,Juan Du (510) 879-5703 Request Data Update(s),Directly funded,1708,Charlette Richardson Operations Manager (510) 746-0700 charlette@francophoneschool.org,Traditional,(510) 746-0968,0601839,8,"May 23, 2025",K,No,"9736 Lawlor St. Oakland, CA 94605-4735",Yes,13942,"August 24, 2015",(510) 394-4110,Yes,"9736 Lawlor St. Oakland, CA 94605-4735 Google Map Link opens new browser tab",Elementary Schools (Public),Link to School Profile,Not Virtual,www.francophoneschool.wordpress.com Link opens new browser tab,No
01612590115014,Alameda,Oakland Unified,KIPP Bridge Academy,Elementary Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=01612590115014,opsadmin@kippnorcal.org,Kym Scherbarth School Leader/Principal (415) 467-2522 opsadmin@kippnorcal.org,01 61259 0115014,Juan Du (510) 879-5703 Request Data Update(s),Directly funded,0938,Frank Wu Chief Business Officer (510) 465-5477 opsadmin@kippnorcal.org,Traditional,(510) 874-6796,0602276,8,"September 10, 2025",K,No,"1700 Market St. Oakland, CA 94607-3230",No,11935,"August 13, 2007",(510) 929-0437,Yes,"1700 Market St. Oakland, CA 94607-3230 Google Map Link opens new browser tab",Elementary Schools (Public),Link to School Profile,Not Virtual,http://bridge.kippnorcal.org/ Link opens new browser tab,Yes
01612590115592,Alameda,Oakland Unified,Learning Without Limits,Elementary Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=01612590115592,cbo@efcps.net,Larissa Adam Superintendent of Schools (510) 568-7936 cdelwl@efcps.net,01 61259 0115592,Juan Du (510) 879-5703 Request Data Update(s),Directly funded,1442,Sundar Chari Chief Strategy Officer (510) 904-6376 cbo@efcps.net,Traditional,(510) 536-4470,0601886,5,"May 23, 2025",K,No,"333 Hegenberger Rd., Ste. 705 Oakland, CA 94621",No,12054,"July 1, 2007",(510) 879-1282,Yes,"2035 40th Ave. Oakland, CA 94601-4203 Google Map Link opens new browser tab",Elementary Schools (Public),Link to School Profile,Not Virtual,www.efcps.org Link opens new browser tab,No
01612590130633,Alameda,Oakland Unified,Lighthouse Community Charter,Elementary Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=01612590130633,info@lighthousecharter.org,Rich Harrison CEO (510) 689-1048 superintendent@lighthousecharter.org,01 61259 0130633,Juan Du (510) 879-5703 Request Data Update(s),Directly funded,0413,Hung Mai Sr. Director of Finance (510) 685-5781 hung.mai@lighthousecharter.org,Traditional,(510) 271-8803,0601937,8,"May 23, 2025",K,No,"444 Hegenberger St. Oakland, CA 94621-1418",No,10408,"September 1, 2001",(510) 562-8801,Yes,"444 Hegenberger St. Oakland, CA 94621-1418 Google Map Link opens new browser tab",Elementary Schools (Public),Link to School Profile,Not Virtual,www.lighthousecharter.org Link opens new browser tab,No
01612590108944,Alameda,Oakland Unified,Lighthouse Community Charter High,High Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=01612590108944,info@lighthousecharter.org,Rich Harrison CEO (510) 689-1048 superintendent@lighthousecharter.org,01 61259 0108944,Juan Du (510) 879-5703 Request Data Update(s),Directly funded,0700,Hung Mai Chief Business Official (510) 685-5781 hung.mai@lighthousecharter.org,Traditional,(510) 271-8803,0602356,12,"May 23, 2025",9,No,"444 Hegenberger Rd. Oakland, CA 94621-1418",No,10726,"September 6, 2005",(510) 562-8225,Yes,"444 Hegenberger Rd. Oakland, CA 94621-1418 Google Map Link opens new browser tab",High Schools (Public),Link to School Profile,Not Virtual,www.lighthousecharter.org Link opens new browser tab,No
01612590134015,Alameda,Oakland Unified,Lodestar: A Lighthouse Community Charter Public,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=01612590134015,info@lighthousecharter.org,Rich Harrison CEO (510) 689-1048 superintendent@lighthousecharter.org,01 61259 0134015,Juan Du (510) 879-5703 Request Data Update(s),Directly funded,1783,Hung Mai Chief Business Official (510) 685-5781 hung.mai@lighthousecharter.org,Traditional,(510) 271-8803,0601755,12,"May 23, 2025",K,No,"701 105th Ave. Oakland, CA 94603",No,14027,"August 15, 2016",(510) 775-0255,Yes,"701 105th Ave. Oakland, CA 94603 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Not Virtual,www.lighthousecharter.org Link opens new browser tab,No
01612596111660,Alameda,Oakland Unified,Oakland Charter Academy,Intermediate/Middle Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=01612596111660,abarnes@amethodschools.org,Adrienne Barnes CEO (510) 734-1555 abarnes@amethodschools.org,01 61259 6111660,Juan Du (510) 879-5703 Request Data Update(s),Directly funded,0014,Adrienne Barnes CEO (510) 734-1555 abarnes@amethodschools.org,Traditional,(510) 532-6753,0602208,8,"August 20, 2025",6,No,"1450 Marina Way South, Ste. 300 Richmond, CA 94806",No,02893,"September 13, 1993",(510) 532-6751,Yes,"4215 Foothill Blvd. Oakland, CA 94601-1404 Google Map Link opens new browser tab",Intermediate/Middle Schools (Public),Link to School Profile,Not Virtual,www.amethodschools.org Link opens new browser tab,No
01612590130617,Alameda,Oakland Unified,"Oakland Military Institute, College Preparatory Academy",K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=01612590130617,info@omiacademy.org,Dr. Mary Streshly Superintendent (510) 594-3983 mstreshly@omiacademy.org,01 61259 0130617,Juan Du (510) 879-5703 Request Data Update(s),Directly funded,0349,Jacque Eischens Chief Financial Officer (808) 462-8422 jeischens@omiacademy.org,Traditional,(510) 597-9886,0601971,12,"May 23, 2025",6,No,"3877 Lusk St. Oakland, CA 94608-3822",No,10729,"August 13, 2001",(510) 594-3900,Yes,"3877 Lusk St. Oakland, CA 94608-3822 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Not Virtual,www.oakmil.org Link opens new browser tab,No
01612593030772,Alameda,Oakland Unified,Oakland School for the Arts,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=01612593030772,info@oakarts.org,Mike Oz Executive Director/Superintendent (510) 873-8800 moz@oakarts.org,01 61259 3030772,Juan Du (510) 879-5703 Request Data Update(s),Directly funded,0340,Joyce Montgomery Chief Business Official (510) 873-8825 jmontgomery@oakarts.org,Traditional,(510) 873-8816,0602458,12,"May 23, 2025",6,No,"530 18th St. Oakland, CA 94612-1512",No,10461,"September 4, 2002",(510) 873-8800,Yes,"530 18th St. Oakland, CA 94612-1512 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Not Virtual,www.oakarts.org Link opens new browser tab,No
01612590100065,Alameda,Oakland Unified,Oakland Unity High,High Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=01612590100065,info@unityhigh.org,Sau-Lim (Lance) Tsang Executive Director (510) 427-2736 stsang@unityhigh.org,01 61259 0100065,Juan Du (510) 879-5703 Request Data Update(s),Directly funded,0510,Peter Ting Finance Director (510) 834-9455 Ext. 112 pting@unityhigh.org,Traditional,(510) 635-3830,0602292,12,"May 23, 2025",9,No,"6038 Brann St. Oakland, CA 94605-1544",No,11351,"September 2, 2003",(510) 635-7170,Yes,"6038 Brann St. Oakland, CA 94605-1544 Google Map Link opens new browser tab",High Schools (Public),Link to School Profile,Not Virtual,www.unityhigh.org Link opens new browser tab,Yes
01613090114421,Alameda,San Lorenzo Unified,KIPP King Collegiate High,High Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=01613090114421,opsadmin@kippnorcal.org,Ms. Jenny Tan Administrator (510) 465-5477 opsadmin@kippnorcal.org,01 61309 0114421,Jessica Saavedra (510) 317-4653 Request Data Update(s),Directly funded,0880,"Cory Harris Director, Finance (510) 465-5477 opsadmin@kippnorcal.org",Traditional,(510) 317-2333,0602152,12,"May 23, 2025",9,No,"2005B Via Barrett San Lorenzo, CA 94580-1315",No,11893,"September 5, 2007",(510) 317-2330,Yes,"2005B Via Barrett San Lorenzo, CA 94580-1315 Google Map Link opens new browser tab",High Schools (Public),Link to School Profile,Not Virtual,http://king.kippnorcal.org/ Link opens new browser tab,Yes
01613090101212,Alameda,San Lorenzo Unified,KIPP Summit Academy,Intermediate/Middle Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=01613090101212,opsadmin@kippnorcal.org,Ms. Jenny Tan Administrator (510) 465-5477 opsadmin@kippnorcal.org,01 61309 0101212,Jessica Saavedra (510) 317-4653 Request Data Update(s),Directly funded,0524,Cory Harris Director of Finance (510) 465-5477 opsadmin@kippnorcal.org,Traditional,(510) 258-0097,0602457,8,"May 23, 2025",5,No,"2005 Via Barrett #A San Lorenzo, CA 94580",No,11159,"August 1, 2003",(510) 258-0106,Yes,"2005 Via Barrett Ste. A San Lorenzo, CA 94580-1315 Google Map Link opens new browser tab",Intermediate/Middle Schools (Public),Link to School Profile,Not Virtual,http://summit.kippnorcal.org/ Link opens new browser tab,Yes
01771800138289,Alameda,SBE - Latitude 37.8 High,Latitude 37.8 High,High Schools In 1 School Dist. (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=01771800138289,cdelatitude@efcps.net,Larissa Adam Superintendent of Schools (510) 568-7936 cdelatitude@efcps.net,01 77180 0138289,Sundar Chari (510) 568-7936 Request Data Update(s),Directly funded,2015,Sundar Chari Chief Business Officer (510) 568-7936 cbo@efcps.net,Traditional,Information Not Available,0601514,12,"May 23, 2025",9,No,"333 Hegenberger Rd., Ste. 705 Oakland, CA 94621",No,14257,"August 27, 2018",(510) 568-7936,Yes,"1045 Derby Ave. Oakland, CA 94601 Google Map Link opens new browser tab",High Schools In 1 School Dist. (Public),Link to School Profile,Not Virtual,www.efcps.org/latitude-high-37-8 Link opens new browser tab,No
04614086002950,Butte,Biggs Unified,Richvale Charter Academy,Elementary Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=04614086002950,tmcpeters@biggs.org,Tracey McPeters Principal tmcpeters@biggs.org,04 61408 6002950,Loretta Long (530) 868-1281 Ext. 8100 Request Data Update(s),Locally funded,2156,Analyn Dyer CBO (530) 868-1281 Ext. 8102 adyer@biggs.org,Traditional,Information Not Available,,6,"August 19, 2025",1,No,"5236 Church St. Richvale, CA 95974",No,00487,"July 1, 1980",(530) 882-4273,Yes,"5236 Church St. Richvale, CA 95974 Google Map Link opens new browser tab",Elementary Schools (Public),Link to School Profile,Not Virtual,Information Not Available,No
04100410134213,Butte,Butte County Office of Education,Come Back Butte Charter,High Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=04100410134213,jdelgado@boce.org,Janis Delgado Principal (530) 712-2242 jdelgado@bcoe.org,04 10041 0134213,Ashley DaSilva (530) 532-5615 Request Data Update(s),Locally funded,1811,Travis Haskill Executive Director (530) 532-5823 thaskill@bcoe.org,Traditional,Information Not Available,,12,"May 23, 2025",9,No,"1859 Bird St. Oroville, CA 95965",No,14048,"August 17, 2016",(530) 712-2242,Yes,"2350 Lincoln St. Oroville, CA 95966 Google Map Link opens new browser tab",High Schools (Public),Link to School Profile,Primarily Virtual,http://comeback.bcoe.org/ Link opens new browser tab,No
04100410114991,Butte,Butte County Office of Education,CORE Butte Charter,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=04100410114991,mcox@corebutte.org,Mary Cox Executive Director (530) 809-4152 mcox@corebutte.org,04 10041 0114991,Ashley DaSilva (530) 532-5615 Request Data Update(s),Directly funded,0945,Jenna Springer Chief Business Officer (530) 809-0599 Ext. 108 jspringer@corebutte.org,Traditional,(530) 636-4090,0601843,12,"May 23, 2025",K,No,"2847 Notre Dame Blvd. Chico, CA 95928",No,11953,"August 27, 2007",(530) 894-3952,Yes,"2847 Notre Dame Blvd. Chico, CA 95928-8319 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Primarily Classroom,www.corebutte.org Link opens new browser tab,No
04100410430090,Butte,Butte County Office of Education,Hearthstone,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=04100410430090,khaight@bcoe.org,Kelly Haight Principal (530) 532-5848 khaight@bcoe.org,04 10041 0430090,Ashley DaSilva (530) 532-5615 Request Data Update(s),Locally funded,0110,Travis Haskill Executive Director (530) 532-5617 thaskill@bcoe.org,Traditional,(530) 532-5847,,12,"May 23, 2025",K,No,"2280 6th St. Oroville, CA 95965-3261",No,05704,"July 1, 1996",(530) 532-5848,Yes,"2280 6th St. Oroville, CA 95965-3261 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Primarily Classroom,www.hearthstoneschool.net/ Link opens new browser tab,No
04614246119523,Butte,Chico Unified,Blue Oak Charter,Elementary Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=04614246119523,info@blueoakcharterschool.org,Susan Domenighini Interim Executive Director sdomenighini@blueoakcharterschool.org,04 61424 6119523,Rocio French (530) 891-3000 Ext. 20111 Request Data Update(s),Directly funded,0415,Information Not Available,Traditional,(530) 879-7490,0602177,8,"May 23, 2025",K,No,"450 West East Ave. Chico, CA 95926-7238",No,08682,"September 4, 2001",(530) 879-7483,Yes,"450 West East Ave. Chico, CA 95926-7238 Google Map Link opens new browser tab",Elementary Schools (Public),Link to School Profile,Not Virtual,www.blueoakcharterschool.org Link opens new browser tab,No
04614246113773,Butte,Chico Unified,Chico Country Day,Elementary Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=04614246113773,wfairon@chicocountryday.org,Wendy Fairon Director of Education (530) 895-2650 wfairon@chicocountryday.org,04 61424 6113773,Rocio French (530) 891-3000 Ext. 20111 Request Data Update(s),Directly funded,0112,Information Not Available,Traditional,(530) 895-2646,0601665,8,"May 23, 2025",K,No,"102 West 11th St. Chico, CA 95928-6006",No,05708,"September 3, 1996",(530) 895-2650,Yes,"102 West 11th St. Chico, CA 95928-6006 Google Map Link opens new browser tab",Elementary Schools (Public),Link to School Profile,Not Virtual,www.chicocountryday.org Link opens new browser tab,No
04614240118042,Butte,Chico Unified,Forest Ranch Charter,Elementary Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=04614240118042,info@forestranchcharter.org,Christia Marasco Executive Director (530) 891-3154 admin@forestranchcharter.org,04 61424 0118042,Rocio French (530) 891-3000 Ext. 20111 Request Data Update(s),Directly funded,1019,Information Not Available,Traditional,(530) 891-3155,0601895,8,"May 23, 2025",K,No,"PO Box 5 Forest Ranch, CA 95942-0005",No,12233,"July 1, 2008",(530) 891-3154,Yes,"15815 Cedar Creek Rd. Forest Ranch, CA 95942 Google Map Link opens new browser tab",Elementary Schools (Public),Link to School Profile,Not Virtual,www.forestranchcharter.org Link opens new browser tab,No
04614240120394,Butte,Chico Unified,Inspire School of Arts and Sciences,High Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=04614240120394,bbrown@inspirechico.org,Becky Brown Principal/Superintendent (530) 891-3090 Ext. 205 bbrown@inspirechico.org,04 61424 0120394,Rocio French (530) 891-3000 Ext. 20111 Request Data Update(s),Directly funded,1114,Jen Josephson Charter Business Officer (530) 891-3090 jjosephson@inspirechico.org,Traditional,(530) 891-3243,0601554,12,"May 23, 2025",9,No,"335 West Sacramento Ave. Chico, CA 95926-3908",No,12539,"August 11, 2010",(530) 891-3090,Yes,"335 West Sacramento Ave. Chico, CA 95926-3908 Google Map Link opens new browser tab",High Schools (Public),Link to School Profile,Primarily Classroom,www.inspirechico.org Link opens new browser tab,No
04614240110551,Butte,Chico Unified,Nord Country,Elementary Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=04614240110551,admin@nordk8.org,Amber Hayes Principal (530) 891-3138 ahayes@nordk8.org,04 61424 0110551,Rocio French (530) 891-3000 Ext. 20111 Request Data Update(s),Directly funded,0729,Lisa Speegle CBO (530) 891-3138 lspeegle@nordk8.org,Traditional,(530) 891-3273,0602014,8,"May 23, 2025",K,No,"5554 California St. Chico, CA 95973-9795",No,11569,"August 16, 2005",(530) 891-3138,Yes,"5554 California St. Chico, CA 95973-9795 Google Map Link opens new browser tab",Elementary Schools (Public),Link to School Profile,Not Virtual,www.nordcountryschool.org Link opens new browser tab,No
04614240137828,Butte,Chico Unified,Pivot Charter School North Valley II,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=04614240137828,kpoulsen@pivotcharter.org,Jayna Gaskell Executive Director (530) 550-7616 jgaskell@pivotcharter.org,04 61424 0137828,Rocio French (530) 891-3000 Ext. 20111 Request Data Update(s),Directly funded,1982,Elizabeth Jones CBO (530) 433-9141 ejones@pivotcharter.org,Traditional,(530) 636-4136,0601549,12,"May 23, 2025",6,No,"1350 East Ninth St., Ste. 150 Chico, CA 95928-7395",No,14363,"July 1, 2018",(530) 636-4479,Yes,"1350 East Ninth St., Ste. 150 Chico, CA 95928-7395 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Primarily Virtual,www.pivotnorthvalley.com/ Link opens new browser tab,No
