cds_code,county,district,school,school_type,sector_type,charter,status,details_url,email,administrator,cds code,educational program type,fax number,high grade,last updated,located within the boundaries of this public school district,low grade,mailing address,open date,phone number,public school,school address,school type,statistical info,virtual instruction,web address
01612596906549,Alameda,Oakland Unified,Mills College Children's School at Northeastern University,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=01612596906549,children@northeastern.edu,Dr. Debra Brown Head of School children@northeastern.edu Dr. Debra Brown (Custodian of Records) d.brown@northeastern.edu,01 61259 6906549,Information Not Available,(510) 430-3223,5,"November 26, 2024",Oakland Unified,K,"5000 MacArthur Blvd. Oakland, CA 94613-1301","July 1, 1980",(510) 430-2118,No,"5000 MacArthur Blvd. Oakland, CA 94613-1301 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.millscollegechildrensschool.org Link opens new browser tab
01612596909832,Alameda,Oakland Unified,Fred Finch–Oakland Hills Academy,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=01612596909832,karenmates@fredfinch.org,Karen Mates Principal karenmates@fredfinch.org Mr. James Pugh (Custodian of Records) jamespugh@fredfinch.org,01 61259 6909832,Nonpublic Certified School,(510) 254-5652,12,"August 26, 2025",Oakland Unified,6,"3800 Coolidge Ave. Oakland, CA 94602-3399","July 1, 1980",(510) 482-2244 Ext. 204,No,"3800 Coolidge Ave. Oakland, CA 94602-3399 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,www.fredfinch.org/avalon-non-public-school Link opens new browser tab
01612596910343,Alameda,Oakland Unified,Agnes Memorial Christian Academy,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=01612596910343,sandybeaches84@yahoo.com,Ms. Sandra Phelps Director sandybeaches84@yahoo.com Ms. Sandra Phelps (Custodian of Records) sandybeaches84@yahoo.com,01 61259 6910343,Information Not Available,Information Not Available,12,"September 30, 2024",Oakland Unified,K,"2372 International Blvd Oakland, CA 94601-1019","July 1, 1980",(510) 533-1101,No,"2372 International Blvd Oakland, CA 94601-1019 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,Information Not Available
01612596932784,Alameda,Oakland Unified,Bishop O'Dowd High School,High Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=01612596932784,jgrell@bishopodowd.org,Mrs. Kimberly Walsh President kwalsh@bishopodowd.org Annie Anguiano (Custodian of Records) aanguiano@bishopodowd.org,01 61259 6932784,Information Not Available,(514) 638-3259,12,"November 26, 2024",Oakland Unified,9,"9500 Stearns Ave. Oakland, CA 94605-4720","July 1, 1980",(510) 577-9100,No,"9500 Stearns Ave. Oakland, CA 94605-4720 Google Map Link opens new browser tab",High Schools (Private),Link to CDE Private School Data page,,www.bishopodowd.org Link opens new browser tab
01612596932818,Alameda,Oakland Unified,The College Preparatory School,High Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=01612596932818,linh@college-prep.org,Linh Tran Administrator linh@college-prep.org Lisie Harlow (Custodian of Records) lisie@college-prep.org,01 61259 6932818,Information Not Available,(510) 652-7467,12,"November 26, 2024",Oakland Unified,9,"6100 BRd.way Oakland, CA 94618","July 1, 1980",(510) 652-0111,No,"6100 BRd.way Oakland, CA 94618 Google Map Link opens new browser tab",High Schools (Private),Link to CDE Private School Data page,,www.college-prep.org Link opens new browser tab
01612596932925,Alameda,Oakland Unified,Head-Royce School,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=01612596932925,jmullaney@headroyce.org,Ms. Rachel Skiffer Head of School rskiffer@headroyce.org Mr. Jerry Mullaney (Custodian of Records) jmullaney@headroyce.org,01 61259 6932925,Information Not Available,Information Not Available,12,"November 26, 2024",Oakland Unified,K,"4315 Lincoln Ave. Oakland, CA 94602-2528","July 1, 1980",(510) 531-1300,No,"4315 Lincoln Ave. Oakland, CA 94602-2528 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,www.headroyce.org Link opens new browser tab
01612596932941,Alameda,Oakland Unified,Holy Names High School,High Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=01612596932941,registrar@hnhsoakland.org,Ms. Constance Hubbard President chubbard@hnhsoakland.org Ms. Anna Good (Custodian of Records) agood@hnhsoakland.org,01 61259 6932941,Information Not Available,(510) 547-3111,12,"November 26, 2024",Oakland Unified,9,"4660 Harbord Dr. Oakland, CA 94618-2211","July 1, 1980",(510) 450-1110,No,"4660 Harbord Dr. Oakland, CA 94618-2211 Google Map Link opens new browser tab",High Schools (Private),Link to CDE Private School Data page,,www.hnhsoakland.org/ Link opens new browser tab
01612596933022,Alameda,Oakland Unified,Patten Academy of Christian Education,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=01612596933022,sanderson@pattenceca.org,Dr. Sharon Anderson Principal sanderson@pattenceca.org Dr. Sharon Anderson (Custodian of Records) sanderson@pattenceca.org,01 61259 6933022,Information Not Available,Information Not Available,12,"November 26, 2024",Oakland Unified,K,"2430 Coolidge Ave. Oakland, CA 94601-2636","July 1, 1980",(510) 485-7688,No,"2430 Coolidge Ave. Oakland, CA 94601-2636 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,http://pattenacademy.org Link opens new browser tab
01612596933030,Alameda,Oakland Unified,Pentecostal Way of Truth School Academy,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=01612596933030,pentecostalwayoftruth@gmail.com,Miss Lisa Simmons Administrator lisasimmons6372@gmail.com Mrs. Darda White (Custodian of Records) Pentecostalwayoftruth@gmail.com,01 61259 6933030,Information Not Available,(510) 625-2002,12,"November 26, 2024",Oakland Unified,K,"1575 7th St. Oakland, CA 94607-1966","July 1, 1980",(510) 625-2002,No,"1575 7th St. Oakland, CA 94607-1966 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,http://Pentecostalwayoftruth.org Link opens new browser tab
01612596960694,Alameda,Oakland Unified,St Paul's Episcopal School,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=01612596960694,cting@spes.org,Ms. Cheryl Ting Head of School cting@spes.org 0 Nicole Start (Custodian of Records) nstart@spes.org,01 61259 6960694,Information Not Available,(510) 899-7297,8,"April 1, 2025",Oakland Unified,K,"116 Montecito Ave Oakland, CA 94610-4556","July 1, 1980",(510) 285-9600,No,"116 Montecito Ave Oakland, CA 94610-4556 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.spes.org Link opens new browser tab
01612596967475,Alameda,Oakland Unified,Bentley School,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=01612596967475,cmoncharmont@bentleyschool.org,Christie Moncharmont Head of School cmoncharmont@bentleyschool.org Kimberly Fradelis (Custodian of Records) Kfradelis@bentleyschool.org,01 61259 6967475,Information Not Available,(510) 843-5162,8,"November 26, 2024",Oakland Unified,K,"1 Hiller Dr. Oakland, CA 94618-2301","July 1, 1980",(510) 843-2512,No,"1 Hiller Dr. Oakland, CA 94618-2301 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.bentleyschool.org Link opens new browser tab
01612596967533,Alameda,Oakland Unified,St. Theresa School,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=01612596967533,aortegon@csdo.org,Ms. Alicia Ortegon Principal aortegon@csdo.org Ms. Rosa Rodriguez (Custodian of Records) r_rodriguez@sttheresaschool.org,01 61259 6967533,Information Not Available,Information Not Available,8,"August 6, 2025",Oakland Unified,K,"4850 Clarewood Dr. Oakland, CA 94618-2514","July 1, 1980",(510) 547-3146,No,"4850 Clarewood Dr. Oakland, CA 94618-2514 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.sttheresaschool.org Link opens new browser tab
01612596972939,Alameda,Oakland Unified,St. Elizabeth School Elementary (A Lumen Christi Academy),Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=01612596972939,mescobar@csdo.org,Ms. Michelle Escobar Principal mescobar@csdo.org Mrs. Silivia Rodriguez (Custodian of Records) srodriguez@csdo.org,01 61259 6972939,Information Not Available,(510) 532-0321,8,"November 26, 2024",Oakland Unified,K,"1516 33Rd Ave. Oakland, CA 94601-3016","July 1, 1980",(510) 532-7392,No,"1516 33Rd Ave. Oakland, CA 94601-3016 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,http://saintelizabeth.us/ Link opens new browser tab
01612596973010,Alameda,Oakland Unified,Saint Leo the Great School,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=01612596973010,ssimril@csdo.org,Sonya Simril Principal SSIMRIL@CSDO.ORG Sonya Simril (Custodian of Records) ssimril@csdo.org,01 61259 6973010,Information Not Available,Information Not Available,8,"November 26, 2024",Oakland Unified,K,"4238 Howe St. Oakland, CA 94611-4705","July 1, 1980",(510) 654-7828,No,"4238 Howe St. Oakland, CA 94611-4705 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,http://stleothegreat.org Link opens new browser tab
01612596994107,Alameda,Oakland Unified,St. Vincent's Day Home,Kindergartens (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=01612596994107,info@svdh.org,Alexandra Hilario Executive Director info@svdh.org Mrs. Alexandra Hilario (Custodian of Records) info@svdh.org,01 61259 6994107,Information Not Available,(510) 832-5021,K,"November 26, 2024",Oakland Unified,K,"1086 8th St. Oakland, CA 94607-2616","July 1, 1980",(510) 832-8324,No,"1086 8th St. Oakland, CA 94607-2616 Google Map Link opens new browser tab",Kindergartens (Private),Link to CDE Private School Data page,,www.svdh.org Link opens new browser tab
01612596995542,Alameda,Oakland Unified,Redwood Day School,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=01612596995542,jloeser@rdschool.org,Mr. John Loeser Head of School jloeser@rdschool.org Jill Nesbitt (Custodian of Records) jnesbitt@rdschool.org,01 61259 6995542,Information Not Available,(510) 534-0806,8,"September 5, 2025",Oakland Unified,K,"3245 Sheffield Ave. Oakland, CA 94602-1511","July 1, 1980",(510) 534-0800,No,"3245 Sheffield Ave. Oakland, CA 94602-1511 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.rdschool.org Link opens new browser tab
01612596998470,Alameda,Oakland Unified,Park Day School,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=01612596998470,cassandra.mccraw@parkdayschool.org,Ms. Jill Knowland Administrator jill.knowland@parkdayschool.org Ms. Cassandra Mc Craw (Custodian of Records) cassandra.mccraw@parkdayschool.org,01 61259 6998470,Information Not Available,(510) 653-0637,8,"November 26, 2024",Oakland Unified,K,"360 42Nd St. Oakland, CA 94609-2655","July 1, 1980",(510) 653-0317,No,"360 42Nd St Oakland, CA 94609-2655 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.parkdayschool.org Link opens new browser tab
01612597054018,Alameda,Oakland Unified,Northern Light School,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=01612597054018,Emolina@nlsoakland.com,Ms. Tonya Taylor Administrator ttaylor@nlsoakland.com Ms. Molly Harington (Custodian of Records) Mharrington@nlspoakland.com,01 61259 7054018,Information Not Available,Information Not Available,8,"October 23, 2024",Oakland Unified,K,"3710 Dorisa Ave Oakland, CA 94605-4941","July 1, 1980",(510) 957-0570,No,"3710 Dorisa Ave Oakland, CA 94605-4941 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.northernlightschool.com Link opens new browser tab
01612597077878,Alameda,Oakland Unified,"Spectrum Center, Camden Campus",Ungraded Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=01612597077878,gaybriell.wallace@chancelight.com,Gaybriell Wallace Administrator kyle.farris@chancelight.com Lisa Schiesher (Custodian of Records) registrar@chancelight.com,01 61259 7077878,Nonpublic Certified School,(510) 729-6390,12,"August 11, 2025",Oakland Unified,K,"6325 Camden St. Oakland, CA 94605-1640","July 1, 1980",(510) 729-6384,No,"6325 Camden St. Oakland, CA 94605-1640 Google Map Link opens new browser tab",Ungraded Schools (Private),Link to CDE Private School Data page,,http://spectrumschools.com Link opens new browser tab
01612597081524,Alameda,Oakland Unified,Oakland Hebrew Day School,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=01612597081524,office@ohds.org,Tamara Leider Other office@ohds.org Tamara Leider (Custodian of Records) office@ohds.org,01 61259 7081524,Information Not Available,Information Not Available,8,"November 26, 2024",Oakland Unified,K,"5500 Redwood Rd. Oakland, CA 94619-3120","July 1, 1980",(510) 531-8600,No,"5500 Redwood Rd. Oakland, CA 94619-3120 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,http://ohds.org Link opens new browser tab
01612597098106,Alameda,Oakland Unified,Muhammad University,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=01612597098106,muhammaduniversity@sbcglobal.net,Keith Muhammad Director ministerkeith@comcast.net Keith Muhammad (Custodian of Records) ministerkeith@comcast.net,01 61259 7098106,Information Not Available,(510) 436-0205,12,"June 26, 2025",Oakland Unified,K,"5277 Foothill Blvd Oakland, CA 94601-5430","July 1, 1980",(510) 436-0206,No,"5277 Foothill Blvd Oakland, CA 94601-5430 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,Information Not Available
01612597099518,Alameda,Oakland Unified,Julia Morgan School for Girls,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=01612597099518,acoty@juliamorganschool.org,Michele Spitulnik Head of School mspitulnik@juliamorganschool.org Amy Coty (Custodian of Records) acoty@juliamorgan.org,01 61259 7099518,Information Not Available,(510) 632-6301,8,"November 5, 2024",Oakland Unified,6,"5000 Macarthur Blvd., #25 Oakland, CA 94613-1301","July 1, 1980",(510) 632-6000,No,"5000 Macarthur Blvd., #25 Oakland, CA 94613-1301 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.juliamorganschool.org Link opens new browser tab
01612756972632,Alameda,Piedmont City Unified,Corpus Christi Elementary,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=01612756972632,ccsprincipal@corpuschristischool.com,Ms. Kathleen Murphy Principal ccsprincipal@corpuschristischool.com Mrs. Jen Colgan (Custodian of Records) projectmgr@corpuschristischool.com,01 61275 6972632,Information Not Available,(510) 530-5926,8,"November 26, 2024",Piedmont City Unified,K,"1 Estates Dr. Piedmont, CA 94611-3341","July 1, 1980",(510) 530-4056,No,"1 Estates Dr. Piedmont, CA 94611-3341 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.corpuschristischool.com Link opens new browser tab
